,id,event,source,text,lang,lang_conf,class_label
16639,382822198098280448,2013_pakistan_earthquake,crisisnlp-cf,Another major earthquake jolts Balochistan: QUETTA: A 6.8 magnitude earthquake struck Pak... http://t.co/VUyW2a3R8F #pakistan #balochist,en,1.0,informative
16644,591903304013238272,2015_nepal_earthquake,crisisnlp-cf,"RT @BBCBreaking: Aftershock in Kathmandu region measured 6.7 magnitude, US Geological Survey says http://t.co/xoixJwvUcW",en,,informative
16645,591903367422734336,2015_nepal_earthquake,crisisnlp-cf,Donate to help @careintuk get emergency supplies to families hit by #Nepal #Earthquake http://t.co/gcNHQ7GcRB,en,,informative
16654,575743211353722882,2015_vanuatu_cyclone,crisisnlp-cf,Cyclone Pam: Vanuatu's president blames climate change for extreme weather http://t.co/ik3Xige7Ol,en,,informative
16655,451190332827238400,2014_chile_earthquake,crisisnlp-cf,"RT @RT_com: #Chile quake aftermath VIDEO: Buildings cracked, cars smashed, boats washed up http://t.co/1O841SOJ1a #EarthquakeChile",en,1.0,informative
16658,503643640447905792,2014_california_earthquake,crisisnlp-cf,"(#SuNoviaAqui) Over 120 Injured in Napa Quake: NAPA, Calif. (AP) -- The strongest earthquake i... http://t.co/N8exBrWO5E (#DmDaniiel_X6)",en,,informative
16661,591902814160355328,2015_nepal_earthquake,crisisnlp-cf,RT @KristinaFunkova: Pls help to find my sis and her husbad @caitrionambalfe @SamHeughan  #NepalEarthquake #langtang http://t.co/8iA8nttU6w,en,,informative
16663,591903090363789312,2015_nepal_earthquake,crisisnlp-cf,"RT @ARangarajan1972: Absolute and utter disgrace, is @ndtv. This is Philippines, NOT Nepal (via @VibhaSays). http://t.co/CVDXTviNt1",en,,informative
16667,591902776432545793,2015_nepal_earthquake,crisisnlp-cf,My heart goes out to all in Nepal and those who lost their lives may rest in peace. #NepalEarthquake,en,,informative
16668,451187736808943617,2014_chile_earthquake,crisisnlp-cf,RT @thirdy_reyes: Don't just tweet and start praying for Chile _ôÖˆ #PrayForChile,en,1.0,informative
16669,591903065453670401,2015_nepal_earthquake,crisisnlp-cf,"RT @dna: Nepal quake: Bihar hospital pastes 'bhukamp' stickers on injured, removes after being exposed http://t.co/ikRFsJ49Fj",en,,informative
16672,503643476899405824,2014_california_earthquake,crisisnlp-cf,â€œ@MotherJones: Earthquake warning systems exist. Why wonâ€™t California pay for one?â€  Because California prefers to waste money buying votes.,en,,informative
16673,498506031266156544,2014_india_floods,crisisnlp-cf,"RT @leslielau: Eastern India floods kill 45, displaces 300,000: NEW DELHI, Aug 11åÊ‰ÛÓåÊFlooding in eastern India has killed 45 p... http://t.c‰Û_",en,0.9571408033370972,informative
16675,591903258458750976,2015_nepal_earthquake,crisisnlp-cf,"RT @OfficialBaileyM: 'You can't help everyone, but everyone can help someone.' ‡__F‡_ÀB‡_ÊD happy Sunday guys, I Love you. Pls continue to pray for ‰Û_",en,,informative
16676,591903392538218496,2015_nepal_earthquake,crisisnlp-cf,RT @raunakms: Tremors are decreasing ... #NepalQuake http://t.co/yDvaejcaYL,en,,informative
16677,575769466480394240,2015_vanuatu_cyclone,crisisnlp-cf,@VideoGames4L1fe Thanks for following Steel Cyclone Studios! We greatly appreciate your support. I will check out your YouTube channel soon,en,,not_informative
16682,451188328277086208,2014_chile_earthquake,crisisnlp-cf,"RT @LetAleeBe: I feel so bad for chile, they had a terrible earthquake à__D I hope things get better!",en,1.0,informative
16688,575739034749685760,2015_vanuatu_cyclone,crisisnlp-cf,RT @UNICEFNZ: @professorPK We've also opened an urgent appeal for the children of #Vanuatu: http://t.co/IBp1ogAJp6. Please share! #TCPam #C‰Û_,en,,informative
16692,575753444285374464,2015_vanuatu_cyclone,crisisnlp-cf,RT @jondonnisonbbc: Children living in shelter in Freshwota school Vanuatu. Homes destroyed. 750 people sleeping in classrooms. http://t.co‰Û_,en,,informative
16698,575788370368012288,2015_vanuatu_cyclone,crisisnlp-cf,"UPDATE: #CyclonePam worst 2 hit #Vanuatu, in Pacific east of Australia. Reports say dozens dead, mass destruction. http://t.co/ZbgmVE6qIC",en,,informative
16705,382832496338939904,2013_pakistan_earthquake,crisisnlp-cf,Me when earthquake drops..#SNL #kristinwiig #earthquake  https://t.co/keVkgUSGo4,en,1.0,not_informative
16710,382826947744501761,2013_pakistan_earthquake,crisisnlp-cf,"RT @pakistani_news: Pakistan earthquake island belching poisonous gas: It's only a day old, but it already has gas... http://t.co/LoVyPIrk3â€¦",en,1.0,informative
16711,575758083584032768,2015_vanuatu_cyclone,crisisnlp-cf,@RyanMaue rising risks from extreme weather and climate change Vanuatu faces sea level rise - new. Cyclones - not. http://t.co/amvEiFoigC,en,,informative
16716,382830413779320832,2013_pakistan_earthquake,crisisnlp-cf,RT @JuD_Cyberteam: @JuD_Official volunteers unloading Dry Ration in #Awaran.  #Relief4Balochistan http://t.co/d0RVd5Ca8s,en,0.8555141091346741,informative
16717,575769211450060801,2015_vanuatu_cyclone,crisisnlp-cf,Higher Death Toll Feared in Vanuatu in Wake of Tropical Cyclone Pam: Aid workers on the ground said the tiny n... http://t.co/M6jTrKK0ur,en,,informative
16721,575753277280772096,2015_vanuatu_cyclone,crisisnlp-cf,"RT @cnni: Devastation of #TropicalCyclonePam on #Vanuatu is becoming more apparent: Aid groups say 60,000 children need help http://t.co/ak‰Û_",en,,informative
16722,591903399806902272,2015_nepal_earthquake,crisisnlp-cf,RT @pappufromdelhi: @suhelseth PLZ RT Updated list of emergency contact after #NepalEarthquake http://t.co/nVky6fXHbO,en,,informative
16723,591902808116482048,2015_nepal_earthquake,crisisnlp-cf,@ishaantharoor: Nepal's other disaster: Its politics http://t.co/8hz23ZF9OA https://t.co/eqMHCNqAi3,en,,informative
16724,591902888609206272,2015_nepal_earthquake,crisisnlp-cf,Thoughts are also with those affected by the #NepalEarthquake,en,,informative
16726,382828907579596800,2013_pakistan_earthquake,crisisnlp-cf,RT @PT_Foundation: .@TBIJ has launched a news website to track drone deaths in #Pakistan  http://t.co/0hoSRFIX9J @STWuk #AntiWar @_AntiWar_â€¦,en,1.0,informative
16729,575797231200124930,2015_vanuatu_cyclone,crisisnlp-cf,Cyclone Pam winds now reported at 265 kph (164 mph); flooding and landslides predicted - @Natalia_Cooper9 http://t.co/UoWvFOhkmy,en,,informative
16742,498513854305808384,2014_india_floods,crisisnlp-cf,RT @iA7med80: 13 districts of #Bihar affected by flood  http://t.co/J6yQwdWrkZ #India #floods http://t.co/pHxbdz8vB2,en,1.0,informative
16744,451188290679345152,2014_chile_earthquake,crisisnlp-cf,"RT @iamMariza: #PrayforChile @YahooNews: Chile fire: http://t.co/WfFKKchaVv More than 10,000 people are evacuated http://t.co/nSPzNJNRT3",en,1.0,informative
16745,382830191770599424,2013_pakistan_earthquake,crisisnlp-cf,RT @Aibasy: Now stop overreacting on Bullshit !! #PakistanIndiaPmsMeeting #Pakistan #AmmanKiAasha #Dead http://t.co/okFVQdBhpR,en,0.6602892279624939,not_informative
16746,591903248384184320,2015_nepal_earthquake,crisisnlp-cf,RT @ani23021977: #NepalQuake my family is stucked In tato paani in Nepal name is Aditya bhargava and sanjay bhargava mobi no +9779801122921,en,,informative
16752,382825850346819585,2013_pakistan_earthquake,crisisnlp-cf,Death toll of Balochistan earthquake hits 350 with more casualties feared #Pakistan http://t.co/JYxR9O1f7V â€¦,en,1.0,informative
16760,382831666265591808,2013_pakistan_earthquake,crisisnlp-cf,RT @RealZainabJamil: War &amp; Dialogue for Peace in #Pakistan....Good topic &amp; Good Discussion going on in @InsafRadio With Rj @ubaid_imran,en,1.0,not_informative
16762,591903124257837056,2015_nepal_earthquake,crisisnlp-cf,"RT @firstpost: 50,000 pregnant women likely affected by Nepal earthquake: UN http://t.co/WEWnkLlsdD",en,,informative
16765,591902974152060928,2015_nepal_earthquake,crisisnlp-cf,RT @akshaypdandekar: Spread the word! #NepalQuakeRelief  https://t.co/SoUKWD5ZAL,en,,informative
16767,591903261818429440,2015_nepal_earthquake,crisisnlp-cf,RT @FathimathZaina: Alhamdhu lillah our students in Nepal are back safe &amp; sound. Thank u President Foreign Minister &amp; Tourism Minister. htt‰Û_,en,,informative
16769,498513569831718912,2014_india_floods,crisisnlp-cf,India's stunning series defeat against England set off a flood of angry criticism from the cricket-mad nation&amp;press. http://t.co/bALkZLD7Jb,en,1.0,not_informative
16771,503643456900972544,2014_california_earthquake,crisisnlp-cf,Citizenâ€™s drone video shows damage of Napa earthquake - http://t.co/gq9g0SerC5 by Jeff John Roberts,en,,informative
16773,591902756149063680,2015_nepal_earthquake,crisisnlp-cf,Aid agencies prepare 'massive' operations in quake-hit Nepal- overview of aid operations http://t.co/q2VXToPfeL,en,,informative
16774,382828948071006208,2013_pakistan_earthquake,crisisnlp-cf,"RT @siddegreat: Update: Death toll in today's magnitude 7.2 #earthquake rises to 11. 7 bodies found in Nokju, 4 found in Lathi #Awaran #Balâ€¦",en,1.0,informative
16779,591903342281904128,2015_nepal_earthquake,crisisnlp-cf,"RT @sandrajoe24: More than 150 people killed in Kathmandu after powerful earthquake, Nepal's Ministry of Home Affairs says. via @cnnbrk",en,,informative
16780,498499891564654592,2014_india_floods,crisisnlp-cf,"Flood news all over India, can't even manage it by anything... Oh god !",en,1.0,informative
16785,591902796997230592,2015_nepal_earthquake,crisisnlp-cf,RT @SadhguruJV: Hope the world responds to the needs of people of #Nepal and help to restore their heritage. -Sg (2/2),en,,informative
16786,503643743879065600,2014_california_earthquake,crisisnlp-cf,RT @KCBSNews: LATEST #'s: Over 200 people with injuries flooded Napa's ER following #earthquake --  http://t.co/VHdMi4FDIc #napaquake,en,,informative
16787,503645202007851008,2014_california_earthquake,crisisnlp-cf,Napa Earthquake: 6.1 Shaker Jolts The Bay Area Early Sunday: #Humboldt County  Please RT http://t.co/M4ITRPBw5o,en,,informative
16788,591902734342758400,2015_nepal_earthquake,crisisnlp-cf,"RT @I_N_F_O_W_A_R_S: 4_26_15  NEPAL‰ÛªS HOSPITALS SWAMPED AS QUAKE TOLL PASSES 2,400 THOUSANDS INJURED  #Reuters  http://t.co/EHi7ZPLcYR http‰Û_",en,,informative
16792,451187903423868928,2014_chile_earthquake,crisisnlp-cf,@kellanlutz kellan Follow me please ä»«I Love Youä»«,en,0.9223527908325196,not_informative
16794,575770840886874112,2015_vanuatu_cyclone,crisisnlp-cf,#Entertainment #Buzz #Playboy Magazine July '01 Kimberley Stanfield Pam Anderson Kerissa Fare http://t.co/blK7jAoC4J #Buy #Discount,en,,not_informative
16799,591903038891167745,2015_nepal_earthquake,crisisnlp-cf,"RT @BBCWorld: As the death toll rises, @BBCAmos explains why Nepal is so vulnerable to earthquakes: http://t.co/sL2DryNPNp http://t.co/Ua5r‰Û_",en,,informative
16807,503644292657606657,2014_california_earthquake,crisisnlp-cf,RT @guildsomm: Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected â€œ@matthiassonwine: #napaearthquake http://tâ€¦,en,,informative
16808,503644790429200384,2014_california_earthquake,crisisnlp-cf,#Insurance San Francisco Bay Area assessing damage after large quake â€“ CBS News http://t.co/f6zQIZAftY,en,,informative
16810,575753304917024769,2015_vanuatu_cyclone,crisisnlp-cf,JIM AND PAM KISSED IT'S HAPPENING.,en,,not_informative
16812,591903285872852992,2015_nepal_earthquake,crisisnlp-cf,Pray for Nepal and the team with Himalayan hardware.  Our prayers are with you.     Om mani Padme hum http://t.co/UYLAq02Sd0,en,,informative
16813,503645044575064064,2014_california_earthquake,crisisnlp-cf,The Napa earthquake's effect on sleep: https://t.co/lBxOKk576v http://t.co/KribWEMkm9,en,,informative
16817,575738883448664064,2015_vanuatu_cyclone,crisisnlp-cf,BREAKING: Cyclone devastates Vanuatu - Financial Times: New York TimesCyclone devastates Va... http://t.co/qrhw1DF85E #Khaatumo #Khatumo,en,,informative
16823,575784945853054976,2015_vanuatu_cyclone,crisisnlp-cf,#News #GoldCoast CYCLONE PAM DELIVERS http://t.co/rwgeeKcVrg,en,,informative
16824,451187811128209409,2014_chile_earthquake,crisisnlp-cf,RT @NBCNews: UPDATE: Tsunami warning cancelled for Chile and Peru http://t.co/EJzr0ertjY,en,1.0,informative
16827,591902842551570433,2015_nepal_earthquake,crisisnlp-cf,RT @tanujalimaye: #ArtofLiving Nepal Centre providing shelter to 100's of ppl. Volunteers providing food&amp; water#Nepal http://t.co/PURERvbUw‰Û_,en,,informative
16839,451188828036800512,2014_chile_earthquake,crisisnlp-cf,"[#BrandySolamente] Earthquake: M 4.3 - Chile, 72 mi WNW of Iquique:  Sent from my iPhone http://t.co/ZBB82OPmcR",en,1.0,informative
16841,575797601536094208,2015_vanuatu_cyclone,crisisnlp-cf,Update: PacificIslandLiving: Digicel phones seem 2b working again in #PortVila. Don't call unless an emergency pls. Text/sms instead.'#TCPam,en,,informative
16844,382820364788969472,2013_pakistan_earthquake,crisisnlp-cf,"RT @Razarumi: RT @TahaSSiddiqui: 700 may be dead in #Pakistan earthquake, doctors warn - my latest for the @Telegraph http://t.co/Bd5QUQ4gok",en,1.0,informative
16851,503645595437780992,2014_california_earthquake,crisisnlp-cf,Recent college grad Evan Kilkus helps #NapaQuake recovery w/ his drone to survey damage: http://t.co/4KEkmb3l6K http://t.co/XhN4L61mhT,en,,informative
16854,382815940720611328,2013_pakistan_earthquake,crisisnlp-cf,"Magnitude 2.8 Earthquake in Oklahoma County, Oklahoma. http://t.co/PxxVgUM7LT #quake #earthquake",en,1.0,informative
16855,591903202242654208,2015_nepal_earthquake,crisisnlp-cf,RT @LuthWorldRelief: #Photos from the #NepalQuake on @CNN: http://t.co/qyKG1qw95H #NepalEarthquake,en,,informative
16857,498509577134948352,2014_india_floods,crisisnlp-cf,"[Info Nigeria] 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours i... http://t.co/faGv182MD3 #TalkMagazineNG",en,1.0,informative
16862,451188338641604608,2014_chile_earthquake,crisisnlp-cf,RT @latimes: Observed tsunami heights reached nearly 7 feet in the Chilean port city of Iquique in the wake of #ChileEarthquake: http://t.cäó_,en,1.0,informative
16865,575751260634234880,2015_vanuatu_cyclone,crisisnlp-cf,banci_engbot: Banci seeing a police bureau pam praj in a razia be like  I KNOW YOU WERE TROUBLE WHEN YOU WALK IN,en,,not_informative
16867,498498004396290049,2014_india_floods,crisisnlp-cf,"RT @stew_ilondanga: #TheWorldNeedsMore Hundreds dead as monsoon hits India, Nepal:        http://t.co/VY84xIi3oJ #News",en,0.9891886115074158,informative
16871,591902895710326784,2015_nepal_earthquake,crisisnlp-cf,RT @AlexaRae42: Me: Wow that's really sad @_rekhaleaf: What is? Me: What's happening in Nepal Rek: Who's Paul?  #typical #outrinn,en,,not_informative
16873,503643917770694656,2014_california_earthquake,crisisnlp-cf,RT @tyleronemo: Â¤ CAN http://t.co/RXEn6801M3 281 Earthquake Today Northern California earthquake the strongest in 25 years tyleronemo  #Earâ€¦,en,,informative
16874,591902953428025344,2015_nepal_earthquake,crisisnlp-cf,RT @hitri04: @PMOIndia @narendramodi ji  Action always prove why words mean nothing.  #HatsOffRSS  #IndiaWithNepal http://t.co/TcAMqfI3Ld,en,,not_informative
16876,575769450441404417,2015_vanuatu_cyclone,crisisnlp-cf,Sales Auto Literature  1970 Mercury Ford Cyclone GT 351 429 Password for Action http://t.co/XtX8Uxt7DL http://t.co/APchkyQ9Tr,en,,not_informative
16877,498499172115300352,2014_india_floods,crisisnlp-cf,RT @dawn_com: India's spectacular series defeat against England set off a flood of angry criticism | http://t.co/o5tQJ4dgaB http://t.co/0ZI‰Û_,en,1.0,informative
16880,591903070113517568,2015_nepal_earthquake,crisisnlp-cf,RT @Valolic_: Still no news about my brother's group in #Langtang area. Please help us. #Ghodatabela #NepalEarthquake #SixDays http://t.co/‰Û_,en,,informative
16882,591902867092471808,2015_nepal_earthquake,crisisnlp-cf,"RT @NeelakshiGswm: India's response was like extending blank cheque, says #Nepal  ‰÷ÉMy PM is full of love, never lose faith in him‰÷É",en,,informative
16884,591903235532673024,2015_nepal_earthquake,crisisnlp-cf,"RT @etribune: #Nepal quake rescue effort ramps up as toll hits 3,500 http://t.co/qd74781sun  #NepalEarthquake",en,,informative
16886,591902955072200704,2015_nepal_earthquake,crisisnlp-cf,"I have concern in gorkha  district,  my house and all villagers lost their house and a lot of critical situations  please help them...",en,,informative
16887,591902775786635267,2015_nepal_earthquake,crisisnlp-cf,RT @cnnbrk: Nepal quake death toll almost at 800 now. Witnesses say people are confused and scared. http://t.co/TKBlea28QD http://t.co/AoSi‰Û_,en,,informative
16888,575775751078682624,2015_vanuatu_cyclone,crisisnlp-cf,Google-News- Islanders flee from Cyclone Nathan's wrath - The Australian: Herald Sun‰Û_ http://t.co/BJTPYVU7Cp,en,,not_informative
16890,591903263085191168,2015_nepal_earthquake,crisisnlp-cf,RT @jackjohnson: Join Jack in supporting #NepalEarthquake relief and recovery efforts. Please consider making a donation today: http://t.co‰Û_,en,,informative
16892,591902697478967296,2015_nepal_earthquake,crisisnlp-cf,RT @WayneRooney: Please support @Unicef_UK helping children in danger from #earthquake in #Nepal - http://t.co/56I1VKXUsA PLS RT,en,,informative
16897,382819798436290560,2013_pakistan_earthquake,crisisnlp-cf,RT @IBCISF: Blood donation urgently required at the Lady Reading Hospital for the #Peshawar Blast victims #Pakistan,en,1.0,informative
16899,575769565428256768,2015_vanuatu_cyclone,crisisnlp-cf,"RT @kenringweather: Earthquake risks for North Island heighten with passing of cyclones. e.g. the 4.9mag shake today in Luganville, Vanuatu‰Û_",en,,informative
16900,591902770065580034,2015_nepal_earthquake,crisisnlp-cf,RT @unfoundation: [UPDATED] Support the @UN Humanitarian Response in Nepal http://t.co/60EztuRokG,en,,informative
16902,451189179930521600,2014_chile_earthquake,crisisnlp-cf,@ashapey @XOpelkoXO @GabyTheGreat do u like cheese? (yeah!),en,0.9822362661361694,not_informative
16904,575758203683663872,2015_vanuatu_cyclone,crisisnlp-cf,Early footage of Cyclone Pam hitting NZ: https://t.co/RBxjB2aPq9,en,,informative
16905,382815548230221826,2013_pakistan_earthquake,crisisnlp-cf,"RT @espinosaangela: Magnitude 6.6 47km S of Acari, Peru #earthquake http://t.co/MNztCSr35a",en,0.6830927729606628,informative
16914,503645608499228673,2014_california_earthquake,crisisnlp-cf,"RT @UTsandiego: What 6.0 #earthquake did to #Napa Many injuries, no known deaths. http://t.co/w61mvthCMV http://t.co/qdC3spGORG",en,,informative
16918,451189203888390144,2014_chile_earthquake,crisisnlp-cf,"Top story: M8.2  - 95km NW of Iquique, Chile 2014-04-01 23:46:46 UTC http://t.co/REMNBQA0co, see more http://t.co/LEKLU2zBwD",en,1.0,informative
16922,451189488295743488,2014_chile_earthquake,crisisnlp-cf,Please dnt forget to #PrayForChile,en,1.0,informative
16923,382827806888968192,2013_pakistan_earthquake,crisisnlp-cf,Leader of the Opposition #PPP in NA Syed Khurshid Shah and CM #Sindh Syed Qaim Ali Shah visited quake affected areas of #Balochistan.â€,en,0.9822362661361694,informative
16925,575792684889161731,2015_vanuatu_cyclone,crisisnlp-cf,"RT @kenny_ang: Adam filmed those hardest hit by #TCPam, @nattylongshot turned it into this: https://t.co/X4zZpMd7HB Please share if you are‰Û_",en,,informative
16928,591902712049967104,2015_nepal_earthquake,crisisnlp-cf,RT @DarcyOliver2: Hey People Searching for any info on  My Brother Liam Oliver  in Nepal  and was traveling Chanje Dharpani - annapurna cir‰Û_,en,,informative
16929,575742468735418368,2015_vanuatu_cyclone,crisisnlp-cf,Cyclone flattened the landscape in Vanuatu's outer islands: Relief workers saw a flattened landscape and wides... http://t.co/cIhyly4UJN,en,,informative
16931,451189630889902080,2014_chile_earthquake,crisisnlp-cf,RT @exposeliberals: Top trending topic on Twitter is #prayforChile - the atheist  loons are gnashing their teeth right about now. #tcot #Tläó_,en,1.0,informative
16933,591903054590423040,2015_nepal_earthquake,crisisnlp-cf,yes. THANK you. RT @NorthmenPK Stefan's account on why climbers should not climb #Everest this year. http://t.co/U7mqG21Qzp ‰Û_ #NepalQuake,en,,informative
16934,451189079007588352,2014_chile_earthquake,crisisnlp-cf,RT @101Greig: Sending my best wishes to the wonderful people of Chile affected by the earthquake and wishing a safe return home for those mäó_,en,1.0,informative
16936,451188101377843200,2014_chile_earthquake,crisisnlp-cf,JESUS CULTURE -ROOFTOPS #Creandoamistad #somoslatinos #prayforChile http://t.co/wXaRMMsYHM,en,0.822209894657135,not_informative
16939,575759645983158272,2015_vanuatu_cyclone,crisisnlp-cf,"RT @ncbn: Houses for Cyclone-hit people of Visakhapatnam, Vizianagaram and Srikakulam will be completed before October 12th.",en,,informative
16941,451188429309890560,2014_chile_earthquake,crisisnlp-cf,RT @iamzetroc: Another earthquake tonight in Chile. Strong aftershock with a magnitude of 7.8. Tsunami warning for Chilean coast and Peru! äó_,en,1.0,informative
16943,451188418190774272,2014_chile_earthquake,crisisnlp-cf,"EARTH: Just over 2 hours ago, reported 5.0mag #earthquake / #aftershock, 93km WNW of #Iquique , #Chile... http://t.co/GaK1lntQpy",en,1.0,informative
16947,591902841091928065,2015_nepal_earthquake,crisisnlp-cf,RT @NiallsBrother: What makes the one direction fandom the best out of all is the fact we help each other and the people around the world s‰Û_,en,,not_informative
16948,498498645336276993,2014_india_floods,crisisnlp-cf,"Me: Monsoon: Dozens of people have been killed in flooding in northern and eastern India, while the death toll in Nepal has passed 10...",en,1.0,informative
16950,451189108291796992,2014_chile_earthquake,crisisnlp-cf,"Ventanas, Chile: Workers were evacuated from a copper refinery following a magnitude 8.2 earthquake. http://t.co/in5zod4P8C",en,1.0,informative
16951,575794531133583360,2015_vanuatu_cyclone,crisisnlp-cf,BREAKING: Cyclone Pam Devastates Vanuatu - Voice of America: BBC NewsCyclone Pam Devastates... http://t.co/f7TRSPzJq3 #Khaatumo #Khatumo,en,,informative
16955,591903272857808896,2015_nepal_earthquake,crisisnlp-cf,"RT @Nepal_PM_Fund: For info on relief shelter in SANKHA PARK RINGROAD in ktm, contact Vishwaprakash Pandit on 9851031149 #NepalQuakeRelief ‰Û_",en,,informative
16957,503644626788839424,2014_california_earthquake,crisisnlp-cf,"RT @StPhilipsTucson: Please keep those affected by the recent earthquake in Napa, CA, in your prayers. City inspectors have red tagged... hâ€¦",en,,informative
16959,382817375956901888,2013_pakistan_earthquake,crisisnlp-cf,Two simultaneous drone attacks on the ppl of #Pakistan.Rise in electricity tariff &amp; petrol prices. Run ur cars on steam &amp; install a windmill,en,1.0,informative
16961,503643727491907584,2014_california_earthquake,crisisnlp-cf,No Pinoys hurt in California quake â€“DFA http://t.co/fiLvZ0wUFQ,en,,informative
16963,591902715883618304,2015_nepal_earthquake,crisisnlp-cf,Girish Karnad spotted in Nepal to for a Beef Masala meal,en,,not_informative
16985,575768103117717504,2015_vanuatu_cyclone,crisisnlp-cf,RT @Louisemeesu: Cyclone Pam: Live updates - New Zealand Herald http://t.co/TGfvWG5hKH,en,,informative
16988,451188036563632128,2014_chile_earthquake,crisisnlp-cf,Earthquakes in Chile since 1900 http://t.co/OhFOtoWW0S,en,1.0,informative
16994,382823598962257920,2013_pakistan_earthquake,crisisnlp-cf,"Rescue and relief operation continues in the #earthquake affected areas of Mashke, Awaran by #PakistanArmy http://t.co/9nFAVLoDf5",en,1.0,informative
16998,575798463822176256,2015_vanuatu_cyclone,crisisnlp-cf,"Vanuatu.. Sad life, courage ‡__A http://t.co/Rb2uizabnn",en,,informative
17003,591902714944032768,2015_nepal_earthquake,crisisnlp-cf,RT @grinsli: Looking for ways to help #NepalQuake victims? Check out @CNNImpact's list of orgs offering aid in the region http://t.co/AlBuI‰Û_,en,,informative
17005,382827851910619136,2013_pakistan_earthquake,crisisnlp-cf,Our thoughts and prayers are with the people affected by the earthquake in #Pakistan,en,1.0,informative
17008,575796477982867456,2015_vanuatu_cyclone,crisisnlp-cf,the way Jim loves Pam ‡_¢A‡_¢D‡_ä8‡_ä8,en,,not_informative
17009,575740654489239553,2015_vanuatu_cyclone,crisisnlp-cf,UN stands ready to assist as Tropical Cyclone Pam threatens VanuatuPacific region http://t.co/wPwNwD4vng nvt,en,,informative
17011,382834773011742720,2013_pakistan_earthquake,crisisnlp-cf,RT @geonews_english: CM #Balochistan confirms 11 killed in #Awaran during Saturdayâ€™s #earthquake http://t.co/a9Yehw2OEf,en,1.0,informative
17014,591903350951518208,2015_nepal_earthquake,crisisnlp-cf,RT @BixberNavy: This is such a miserable site to see. Please do send help. ‡_¢D‡_¢D‡_¢D #PrayForNepal #NepalEarthquake http://t.co/P8wRuJHavQ,en,,informative
17016,382833021268660224,2013_pakistan_earthquake,crisisnlp-cf,"RT @AnasMallick: Day3 &amp; CM Balochistan still in London, despite of a massive #EarthQuake; had this been IK, PTI or KPK things would have beâ€¦",en,1.0,not_informative
17019,591903094163841024,2015_nepal_earthquake,crisisnlp-cf,RT @AJordanGordon: #Everestbasecamp #NepalEarthquake #Everest 100Million THANK YOUS 4 the WORLDWIDE Network that helped us find Spencer! ht‰Û_,en,,informative
17023,575787941659721728,2015_vanuatu_cyclone,crisisnlp-cf,RT @MSF_canada: We're currently mobilizing an emergency team to #Vanuatu in response to Cyclone Pam that hit the region over the weekend. #‰Û_,en,,informative
17026,451189201644822528,2014_chile_earthquake,crisisnlp-cf,RAW VIDEO: Magnitude-8.2 earthquake sends people scrambling in northern Chile: http://t.co/wkzHBZtTNv,en,1.0,informative
17029,382835746778124288,2013_pakistan_earthquake,crisisnlp-cf,While #Earthquake effected areas of #Balochistan yearn for relief but #militants continue to target #military helicopters with rockets!,en,1.0,informative
17030,591903280822792192,2015_nepal_earthquake,crisisnlp-cf,RT @ResNetSH: New blog post: Local Nepal Earthquake Appeal -Video blog http://t.co/Ufdxkhhe7c,en,,informative
17032,591903126455754753,2015_nepal_earthquake,crisisnlp-cf,VIDEO: Quake survivor pulled from apartment: Many remote areas of Nepal are still waiting for assistance follo... http://t.co/pVe9sx7wef,en,,informative
17037,503644018006183936,2014_california_earthquake,crisisnlp-cf,Napa Quake Reminds California Officials of Unknown Seismic Risks - State &amp; Local - http://t.co/IiBihk3K9c http://t.co/s7irMNpAgn,en,,informative
17039,498515656175009792,2014_india_floods,crisisnlp-cf,[Times Of India] Odisha's farmers suffer huge crop loss in floods http://t.co/zuF0j4mkzI [India],en,1.0,informative
17042,575767037873618944,2015_vanuatu_cyclone,crisisnlp-cf,new zealands having a cry pam and nathaila omg,en,,not_informative
17044,575781041836687360,2015_vanuatu_cyclone,crisisnlp-cf,Pam Ayers on the Air now bbc r 4  http://t.co/3rKja4UEQQ,en,,not_informative
17050,591903004078379008,2015_nepal_earthquake,crisisnlp-cf,Earthquake survivors in Nepal urgently need help. Make an emergency donation to @WFP http://t.co/LgVpHVbCQY #NepalEarthquake via @FreeRice,en,,informative
17060,451189006504824832,2014_chile_earthquake,crisisnlp-cf,Chile earthquake: rush to evacuate coast after tsunami warning - live -  06.25 President Bachelet said she would... http://t.co/SVmNRNkJTJ,en,1.0,informative
17063,451187786821816321,2014_chile_earthquake,crisisnlp-cf,RT @AdorkableAriel: my prayers to all of you in Chile #PrayForChile,en,1.0,informative
17076,591903023808450560,2015_nepal_earthquake,crisisnlp-cf,RT @ndtv: All climbers stranded at camps high up Everest airlifted to safety http://t.co/qQ10dsP7OM #NepalEarthquake http://t.co/4iSnJOgSCL,en,,informative
17077,382836873820778496,2013_pakistan_earthquake,crisisnlp-cf,RT @MehrTarar: Instead of focusing on what #IK said/meant/implied/dreamt/imagined go 2 the real issues of #Pakistan: it bleeds.Pay attentioâ€¦,en,1.0,informative
17079,591902898906271744,2015_nepal_earthquake,crisisnlp-cf,RT @JBurnidge: John 11:35- Jesus wept. #PrayforNepal,en,,informative
